f_property_type,f_neighbourhood_cleansed,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_availability_365,n_days_sincelast,d_baking_sheet,d_bathtub,d_bed_linens,d_bidet,d_building_staff,d_carbon_monoxide_alarm,d_cleaning_before_checkout,d_cleaning_products,d_cooking_basics,d_dining_table,d_dishes_and_silverware,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_ev_charger,d_extra_pillows_and_blankets,d_fire_extinguisher,d_first_aid_kit,d_freezer,d_hangers,d_host_greets_you,d_hot_tub,d_hot_water,d_hot_water_kettle,d_keypad,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_mini_fridge,d_mosquito_net,d_outdoor_dining_area,d_outdoor_furniture,d_private_entrance,d_roomdarkening_shades,d_safe,d_security_cameras_on_property,d_single_level_home,d_smart_lock,d_smoke_alarm,d_toaster,d_window_guards,d_wine_glasses,d_have_kitchen,d_have_stove,d_have_oven,d_have_frige,d_coffee_machine,d_have_gril,d_free_parking_on_premises,d_free_parking_on_street,d_paid_parking_on_premises,d_paid_parking_off_premises,d_wifi,d_have_cable,d_have_tv,d_have_sound_system,d_shampoo_toiletries,d_have_washerdryer,d_have_iron,d_have_heating,d_have_air_condfan,d_balcony,d_have_garden,d_have_breakfast,d_have_workoffice,d_have_fitnessgym,d_family_friendly,d_have_fireplace,d_have_clothing_storage,d_f_property_type,d_host_is_superhost,d_host_identity_verified,price,id,property_type,flag_f_neighbourhood_cleansed,flag_days_sincelast,flag_review_scores_rating,flag_reviews_per_month,f_bathrooms,ln_bed,f_beds,f_bedrooms,f_review_scores_rating,f_number_of_reviews,f_minimum_nights
condo,GRECO,2,1.5,1,2,5,1,0.21,3,11,142,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,condo,0,1,39,50993562,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
loft,MACIACHINI - MAGGIOLINA,4,1.5,1,3,4.45,20,4.35,1,168,74,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,loft,0,1,43,50997606,loft,0,0,0,0,1,1.0986122886681098,3,2,3,2,1
condo,S. CRISTOFORO,4,1,1,1,5,1,0.64,1,92,46,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,condo,1,1,86,51010082,condo,0,0,0,0,1,0,1,2,3,2,1
condo,SARPI,4,1,1,1,4.33,9,1.79,1,101,55,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,condo,1,1,89,51010263,condo,0,0,0,0,1,0,1,2,3,2,1
condo,XXII MARZO,2,1,1,1,5,2,0.62,4,197,10,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,condo,0,0,135,51019105,condo,0,0,0,0,1,0,1,2,3,2,2
loft,ISOLA,4,2,2,2,4,4,0.82,3,0,95,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,loft,0,1,80,51019167,loft,0,0,0,0,2,0.6931471805599453,2,2,3,2,1
condo,PORTA ROMANA,2,1,1,1,5,1,0.32,3,78,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,condo,0,0,295,51020544,condo,0,0,0,0,1,0,1,2,3,2,1
condo,MAGENTA - S. VITTORE,2,1,1,1,4,3,1.34,2,303,19,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,condo,0,1,128,51029643,condo,0,0,0,0,1,0,1,2,3,2,1
condo,MAGENTA - S. VITTORE,2,1,0,1,4.5,4,2.55,2,286,3,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,condo,0,1,110,51030891,condo,0,0,0,0,1,0,1,1,3,2,1
condo,MAGENTA - S. VITTORE,2,1,1,1,2,2,0.73,2,302,64,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,condo,0,1,128,51031166,condo,0,0,0,0,1,0,1,2,2,2,1
condo,DUOMO,2,1,1,1,2.8,5,1.58,2,302,40,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,condo,0,1,128,51031797,condo,0,0,0,0,1,0,1,2,2,2,1
condo,MAGENTA - S. VITTORE,4,1,0,3,3.67,6,1.45,2,297,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,condo,0,1,110,51032099,condo,0,0,0,0,1,1.0986122886681098,3,1,2,2,1
condo,MACIACHINI - MAGGIOLINA,6,2,2,2,2,1,0.31,2,354,96,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,condo,0,1,114,51034679,condo,0,0,0,0,2,0.6931471805599453,2,2,2,2,1
condo,XXII MARZO,2,1,1,1,5,7,2.21,2,178,31,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,condo,0,1,130,51034739,condo,0,0,0,0,1,0,1,2,3,2,1
condo,BUENOS AIRES - VENEZIA,4,1,1,2,4.5,2,0.78,1,364,45,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,condo,0,1,95,51051585,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,DE ANGELI - MONTE ROSA,3,1,1,2,4.71,21,4.44,2,43,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,condo,0,1,99,51052890,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,XXII MARZO,2,1,0,1,3.7,10,2.05,1,33,40,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,condo,0,1,58,51058522,condo,0,0,0,0,1,0,1,1,2,2,1
condo,LORETO,2,1,1,1,4,2,1.3,4,106,29,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,condo,0,1,80,51060759,condo,0,0,0,0,1,0,1,2,3,2,2
condo,PAGANO,4,1,1,2,4.9,10,2.13,2,64,31,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,condo,0,1,83,51076508,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,RIPAMONTI,4,1,1,2,4.5,20,5.17,1,340,5,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,condo,0,1,46,51081031,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,CITTA' STUDI,4,1,1,2,4.71,7,1.52,2,76,55,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,condo,0,1,66,51081511,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,"NAVIGLI",4,1,1,2,4.82,0,0.71,1,43,59,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,condo,0,0,108,51096325,condo,0,1,1,1,1,0.6931471805599453,2,2,3,1,1
condo,GARIBALDI REPUBBLICA,2,1,1,1,5,1,0.31,2,347,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,condo,0,1,60,51099085,condo,0,0,0,0,1,0,1,2,3,2,1
loft,VILLAPIZZONE,2,1,1,1,5,1,0.65,3,235,45,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,loft,0,1,62,51104565,loft,0,0,0,0,1,0,1,2,3,2,1
condo,PAGANO,2,1,1,1,4.7,10,3.03,1,331,7,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,condo,0,1,72,51116508,condo,0,0,0,0,1,0,1,2,3,2,1
condo,SARPI,2,1,1,1,4.8,5,1.56,2,274,44,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,condo,0,1,90,51123868,condo,0,0,0,0,1,0,1,2,3,2,1
condo,"NAVIGLI",2,1,1,1,4.5,14,3.16,2,92,23,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,condo,0,1,73,51124428,condo,0,0,0,0,1,0,1,2,3,2,1
condo,BUENOS AIRES - VENEZIA,2,1,1,1,4.72,32,6.62,1,327,6,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,condo,0,1,48,51133712,condo,0,0,0,0,1,0,1,2,3,2,1
condo,"NAVIGLI",2,1,1,1,4.64,11,2.52,2,78,19,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,condo,0,1,76,51134351,condo,0,0,0,0,1,0,1,2,3,2,1
condo,DE ANGELI - MONTE ROSA,2,1,1,1,4.67,3,1.11,1,17,33,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,condo,0,1,114,51135172,condo,0,0,0,0,1,0,1,2,3,2,1
condo,XXII MARZO,6,2,2,5,5,3,0.78,1,3,3,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,condo,0,1,170,51138717,condo,0,0,0,0,2,1.6094379124341003,3,2,3,2,1
condo,XXII MARZO,6,2,2,4,5,4,0.84,1,127,114,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,condo,0,1,150,51139921,condo,0,0,0,0,2,1.3862943611198906,3,2,3,2,1
condo,AFFORI,3,1,1,2,4.82,0,0.71,2,0,59,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,condo,0,1,55,51143425,condo,0,1,1,1,1,0.6931471805599453,2,2,3,1,1
condo,"NAVIGLI",4,1,1,2,4.53,19,4.67,1,59,18,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,condo,0,1,80,51143742,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,LORETO,4,1,1,1,5,1,0.28,1,59,105,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,condo,1,1,88,51148725,condo,0,0,0,0,1,0,1,2,3,2,1
condo,CITTA' STUDI,2,1,0,1,5,2,0.55,2,91,100,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,condo,0,1,50,51149177,condo,0,0,0,0,1,0,1,1,3,2,1
condo,BOVISA,4,1,1,2,5,1,0.31,3,290,96,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,condo,0,1,120,51158282,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,XXII MARZO,2,1,1,1,4.67,6,1.32,2,0,93,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,condo,1,1,69,51162278,condo,0,0,0,0,1,0,1,2,3,2,1
condo,LORETO,3,1,1,2,4.91,23,5,2,211,10,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,condo,1,1,63,51163334,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
loft,BRERA,2,1,1,1,4.82,0,0.71,2,197,59,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,loft,0,1,110,51183552,loft,0,1,1,1,1,0,1,2,3,1,1
loft,GUASTALLA,4,1,2,2,4.7,10,2.36,3,117,22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,loft,0,1,84,51185316,loft,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,VIALE MONZA,3,1,1,2,4.82,0,0.71,2,0,59,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,condo,0,1,69,51185497,condo,0,1,1,1,1,0.6931471805599453,2,2,3,1,1
condo,BUENOS AIRES - VENEZIA,3,1,1,2,4.6,5,1.24,2,313,15,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,condo,0,1,227,51187352,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,TICINESE,2,1,1,1,4.83,6,1.38,2,345,65,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,condo,0,1,122,51204254,condo,0,0,0,0,1,0,1,2,3,2,1
condo,Missing Value,3,1,1,1,5,3,1.73,2,43,37,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,condo,0,1,55,51204768,condo,1,0,0,0,1,0,1,2,3,2,1
condo,GARIBALDI REPUBBLICA,4,1,1,3,5,2,0.81,2,300,14,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,condo,0,1,87,51205749,condo,0,0,0,0,1,1.0986122886681098,3,2,3,2,1
condo,BRERA,4,2,1,1,4.82,0,0.71,2,25,59,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,condo,0,1,248,51206096,condo,0,1,1,1,2,0,1,2,3,1,1
condo,PAGANO,2,1,1,1,4.82,0,0.71,2,365,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,condo,0,1,180,51207757,condo,0,1,1,1,1,0,1,2,3,1,1
condo,S. SIRO,6,2,3,4,3,1,0.45,3,87,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,condo,0,1,141,51210417,condo,0,0,0,0,2,1.3862943611198906,3,2,2,2,1
condo,TORTONA,4,1,1,1,4,2,0.51,2,45,45,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,condo,0,1,114,51220690,condo,0,0,0,0,1,0,1,2,3,2,1
condo,MAGENTA - S. VITTORE,4,1,1,2,4.82,0,0.71,1,302,59,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,condo,0,1,171,51221314,condo,0,1,1,1,1,0.6931471805599453,2,2,3,1,1
condo,MAGENTA - S. VITTORE,3,1,1,2,5,1,0.23,1,302,128,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,condo,0,1,164,51221697,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,LODI - CORVETTO,4,1,1,2,2,2,0.47,1,191,118,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,condo,0,1,95,51223047,condo,0,0,0,0,1,0.6931471805599453,2,2,2,2,1
condo,"NAVIGLI",4,1,1,2,5,1,0.23,2,138,129,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,condo,0,1,97,51223570,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,SARPI,4,1,2,2,5,2,0.5,1,0,115,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,condo,0,1,99,51230283,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,GIAMBELLINO,2,1,1,2,4,2,0.59,3,0,92,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,condo,0,0,45,51231631,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,GARIBALDI REPUBBLICA,4,1,1,2,4.82,0,0.71,2,264,59,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,condo,0,1,96,51243669,condo,0,1,1,1,1,0.6931471805599453,2,2,3,1,1
loft,SARPI,2,1,1,1,5,2,0.68,2,0,15,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,loft,0,1,110,51243940,loft,0,0,0,0,1,0,1,2,3,2,1
